10,Cubic_plane_curve,"In mathematics, a cubic plane curve is a plane algebraic curve C defined by a cubic equation: F(x, y, z) = 0 applied to homogeneous coordinates for the projective plane; or the inhomogeneous version for the affine space determined by setting in such an equation. Here F is a non-zero linear combination of the third-degree monomials: x, y, z, x'y, x'z, y'x, y'z, z'x, z'y, xyz. These are ten in number; therefore the cubic curves form a projective space of dimension 9, over any given field K. Each point P imposes a single linear condition on F, if we ask that C pass through P. Therefore, we can find some cubic curve through any nine given points, which may be degenerate, and may not be unique, but will be unique and non-degenerate if the points are in general position; compare to two points determining a line and how five points determine a conic. If two cubics pass through a given set of nine points, then in fact a pencil of cubics does, and the points satisfy additional properties; see Cayley-Bacharach theorem. A cubic curve may have a singular point, in which case it has a parametrization in terms of a projective line. Otherwise a non-singular cubic curve is known to have nine points of inflection, over an algebraically closed field such as the complex numbers. This can be shown by taking the homogeneous version of the Hessian matrix, which defines again a cubic, and intersecting it with C; the intersections are then counted by Bezout's theorem. However, only three of these points may be real, so that the others cannot be seen in the real projective plane by drawing the curve. The nine inflection points of a non-singular cubic have the property that every line passing through two of them contains exactly three inflection points. The real points of cubic curves were studied by Isaac Newton. The real points of a non-singular projective cubic fall into one or two 'ovals'. One of these ovals crosses every real projective line, and thus is never bounded when the cubic is drawn in the Euclidean plane; it appears as one or three infinite branches, containing the three real inflection points. The other oval, if it exists, does not contain any real inflection point and appears either as an oval or as two infinite branches. Like for conic sections, a line cuts this oval at, at most, two points. A non-singular plane cubic defines an elliptic curve, over any field K for which it has a point defined. Elliptic curves are now normally studied in some variant of Weierstrass's elliptic functions, defining a quadratic extension of the field of rational functions made by extracting the square root of a cubic. This does depend on having a K-rational point, which serves as the point at infinity in Weierstrass form. There are many cubic curves that have no such point, for example when K is the rational number field. The singular points of an irreducible plane cubic curve are quite limited: one double point, or one cusp. A reducible plane cubic curve is either a conic and a line or three lines, and accordingly have two double points or a tacnode (if a conic and a line), or up to three double points or a single triple point (concurrent lines) if three lines.",2021-12-02T07:13:16Z
11,Jolina,"Jolina is the second studio album by Filipino singer and actress Jolina Magdangal released by Star Music on January 9, 1999. The album consists mostly of passionate, easy-listening love songs, a style of music quite popular in the Philippines. Five of the tracks on the album were originally used as soundtrack in various movies she starred to which include ""Tameme"" and ""Sana'y Kapiling Ka"" in the film F.L.A.M.E.S.: The Movie (1997), the re-recorded ""T.L. Ako Sa'yo"" and her cover of ""Tulak Ng Bibig, Kabig Ng Dibdib"" in Kung Ayaw Mo, Huwag Mo! (1998), and ""Kapag Ako Ay Nagmahal"" in Labs Kita... Okey Ka Lang? (1998). The only American song remake in the album is the studio recording of Anita Bryant-original ""Paper Roses"" which Magdangal sung on a drama anthology television program, Maalaala Mo Kaya. The opening song ""Laging Tapat"" was the first single released from the album which remained in the list of top radio charts nationwide for over 10 weeks. The follow-up single was her version of ""Paper Roses"", which became an instant favorite in the Philippines. On October 1, 1999, the album was awarded with a 4x platinum certification by the Philippine Association of the Record Industry (PARI) and was officially declared by PARI as the biggest commercial success and the biggest seller of the year 1999 in the Philippines. Eventually, it was certified with a 7x platinum for achieving more than 280, 000+ units sales and became one of the best selling albums of all time in the Philippines.",2021-04-11T21:22:39Z
12,Chattuarii,"The Chattuarii, also spelled Attoarii, were a Germanic tribe of the Franks. They lived originally north of the Rhine in the area of the modern border between Germany and the Netherlands, but then moved southwards in the 4th century, as a Frankish tribe living on both sides of the Rhine. According to Velleius Paterculus, in 4 AD, the emperor Tiberius crossed the Rhine, first attacking a tribe which commentators interpret variously as the Cananefates or Chamavi, both being in the area of the modern Netherlands, then the Chattuari, and then the Bructeri between Ems and Lippe, somewhere to the north of the modern Ruhr district in Germany. This implies that the Chattuari lived somewhere in the west of Westphalia. Strabo mentions the Chattuari as one of the non-nomadic northern Germanic tribes in a group along with the Cherusci, the Chatti, and the Gamabrivii. (He also contrasted with other non nomadic tribes supposedly near the Ocean, the Sugambri, the ""Chaubi"", the Bructeri, and the Cimbri, ""and also the Cauci, the Caulci, the Campsiani"".) Strabo also notes them as one of the tribes who allied under the Cherusci and were made poor after being defeated by Germanicus. They apparently appeared at his triumph in 17 AD along with the Caulci, Campsani, Bructeri, Usipi, Cherusci, Chatti, Landi, and Tubattii. There is no consensus on any connection between the Chattuarii and either the similar-sounding Chatti or, less likely, the Chasuarii, who both lived in a similar region of Germany, and are also mentioned in Roman era texts. The Chattuari appear again in the historical record in the 4th century, living on the Rhine amongst the first tribes to be known as Franks. Ammianus Marcellinus reports that Emperor Julian, crossed the Rhine border from Xanten and... Some of them (laeti) were also settled in France pagus attuariorum (French; Atuyer, comprising Oscheret at that time) south of Langres in the 3rd century. Under the Franks, the name of the Chattuari was used for what became two early medieval gaus on either side of the Rhine, north of the Ripuarian Franks, whose capital was in Cologne. On the eastern side, they were near the Ruhr river, and across the Rhine they settled near the Niers river, between the Maas and the Rhine, where the Romans had much earlier settled the Germanic Cugerni. This western gau (Dutch: Hettergouw, German: Hattuarien) is mentioned in the Treaty of Meerssen, in the year 870 AD. The Chattuarii may also appear in the poem Beowulf as ""Hetwaras"" where they appear to form a league together with the Hugas (who may be the Chauci) and the Frisians to fight against a Geatish raiding force from Denmark. The Geats are defeated and their king Hygelac is killed, Beowulf alone escaping. According to Widsith, the Haetwera were ruled by Hun.",2021-12-26T07:13:42Z
13,Ovation_Breadwinner,"The Breadwinner was a solid body electric guitar made by the Ovation Guitar Company. It is one of the few solid body electrics they ever made and it was the first mass-produced American guitar to have active electronics. It has an unusual ergonomic body made of mahogany and shaped something like an axe guitar. Although that is not the only reason for the body shape, the designer also considered balance and ergonomics. The guitar has either two toroidal single-pole pickups (early models) or two mini-humbucker pickups, volume and tone knobs, a three way pickup selector and a phase switch. There were three distinct models based upon the Breadwinner's exotic shape - the Breadwinner, the Deacon, and the Breadwinner Limited. The main difference between the Breadwinner and the Breadwinner Limited was an odd additional cutaway in the upper body and a ""Tuxedo"" gray to black finish. The difference between the Breadwinner and the Deacon was in the finish and hardware used. The Breadwinners were coated in Kaman Industries' ""LyraChord"" material and were available in a number of colors including Blue, White, Black, Tan, Gray, and Red while the Deacon was available in either Natural Sunburst, Clear Mahogany, or a clear Red finish - all three were glossy. The Deacon also had Mother of Pearl diamond-shaped inlays and an ivory binding around the fretboard. Early models were equipped with Ovation's toroidal single pole pickups while later models were equipped with humbuckers. Most collectors and players prefer the sound of the original toroidal pickups. Regardless of the model, the guitar was one of the first to come equipped with an active FET preamp on board. The active electronics allowed guitarists to get a very wide range of sounds out of the guitar. In fact, Ovation published a guide to sounds where they listed various band and song ""signature"" sounds and the settings to use to achieve those sounds with the guitar's electronics. Bjorn Ulvaeus of ABBA used a white version of the Breadwinner on their 1977 tour through Europe and Australia. Colin Newman of the band Wire also uses a white Breadwinner, particularly in the early days of Wire. Marc Bolan of glam rock group T.Rex can be seen playing a tuxedo black Breadwinner on the group's appearance on Top Of The Pops for their ""The Groover"" single in 1973. On the original back cover of the 1980 album Panorama by The Cars, keyboardist Greg Hawkes can be seen holding a black version of the Breadwinner (as a prop for the photo, in which all of the band members are holding electric guitars). Tom Morello of Rage Against the Machine uses a Breadwinner in the song ""Ashes in the Fall"". Dave Gregory of XTC also occasionally played a Breadwinner.",2021-12-23T13:21:54Z
14,Syzygium_aqueum,"Syzygium aqueum is a species of brush cherry tree. Its common names include watery rose apple, water apple and bell fruit. The tree is cultivated for its wood and edible fruit. The fruit is a fleshy yellow or red berry which is bell shaped, waxy and crisp. Syzygium aqueum is native to Malesia, New Guinea and Queensland. The tree requires heavy rainfalls and can survive in tropical habitats, up to 1600m from sea level. In the Philippines, it is locally known as tambis and is often confused with macopa (Syzygium samarangense). The wood is hard and can be used to make tools. The bark of the tree is sometimes used in herbal medicines. It is grown in orchards and gardens and parks as an ornamental plant. The leaves are edible and are sometimes used to wrap food. The fruit has a very mild and slightly sweet taste similar to apples, and a crisp watery texture like the inside of a watermelon. It is a staple of Southeast Asian fruit stands, where it is inexpensive while in season. It does not bruise easily and may be preserved for months in a household refrigerator.",2021-08-27T03:13:45Z
15,Henri_Jibrayel,"Henri Jibrayel (; born on in Marseille) is a French politician with Lebanese and Assyrian roots. His father was an Assyrian survivor of the Assyrian genocide, that took place in present-day Turkey, who had taken refuge with his parents in a Beirut slum. He married in 1938 a Lebanese Maronite young woman from Bkassine (near Jezzine), then joined the Free French Forces after De Gaulle's Appeal of 18 June. After the war, the family got the French naturalisation and was hosted by its new fatherland in a slum near Marseille. The father was sent in Madagascar till 1950 to repress the anticolonial insurgency, then again in Indochina in one of France's colonial wars. In 1963, the family, including 8 children, tries a comeback in Lebanon, and settle in Ain al-Remmane, but this attempt led to a fiasco, and two years later the family turned back to Marseille, Henri left school at 15, became a crane driver, and afterwards entered the French Poste. After being a trade-unionist at the Poste, he became conseiller general for the Socialist Party in a Marseille canton and maire-adjoint in a Marseille secteur in 2001, then he was elected member of the National Assembly of France on 17 June 2007 with 57.41% of votes (25.85% at the first round), so becoming one out of three metropolitan deputies with non-European family roots. He was defeated in the 2017 election by Said Ahamada of La Republique En Marche!. On 19 December 2014 he was accused of breach of trust and illegal acquisitions of interest regarding the payment of four small cruises he organised for retired people of Marseille, right after and right before elections. In August 2018, he was committed for trial for misappropriation of public funds and illegal acquisitions of interest. In September 2020, he was sentenced to thirty months of imprisonment, five years of deprivation of civic and civil rights (including ineligibility) and a fine of 30000 EUR.",2021-09-26T01:38:58Z
16,Mexican_National_Trios_Championship,"The Mexican National Trios Championship (Campeonato National Trios in Spanish) is a three-man tag team professional wrestling championship, sanctioned by the ""Comision de Box y Lucha Libre Mexico D.F."" (Mexico City Boxing and Wrestling Commission), which oversees all matches where the championship is defended. Since its creation in 1985 the championship has been promoted by several major Mexican wrestling promotions, Empresa Mexicana de Lucha Libre (EMLL), Asistencia Asesoria y Administracion (AAA) and is currently promoted by Consejo Mundial de Lucha Libre (CMLL, formerly EMLL). The change from promotion to promotion was approved by the commission if the trios champions left one promotion to work for the other. As it is a professional wrestling championship, it is not won or lost competitively, but instead by the decision of the bookers of a wrestling promotion. The title is awarded to a team after the team ""wins"" a match to maintain the illusion that professional wrestling is a competitive sport. All title matches take place under two-out-of-three falls rules. In the early 1980s the six-man tag team match became very popular in Mexico, to the point where that match format is the most prevalent format in Lucha Libre today. The Universal Wrestling Association created the UWA World Trios Championship in 1984 and the Boxing and Wrestling Commission created the Mexican National Trios Championship in 1985, making it only the second Trios championship in Mexico. Control of the championship was given to EMLL, the UWA's main rival at the time, with the commission retaining oversight and approval of the championship matches. In 1993 then champions Los Infernales (""The Infernal Ones""; MS-1, Pirata Morgan, and El Satanico) left EMLL to join AAA, taking the trios championship with them after approval by the commission. In the late 1990s the championship was not promoted on a regular basis by AAA and appeared inactive until the champions, Blue Panther, Fuerza Guerrera, and El Signo, joined CMLL in 2001 and lost the championship to a CMLL team. From that point forward the championship has been controlled by CMLL once more. The current Mexican National Trios Champions is the team known as Nueva Generacion Dinamita (""The New Generation Dinamitas""; El Cuatrero, Forastero and Sanson), who won the championship on July 25, 2017 when they defeated Los Hijos del Infierno (""The Sons of the Inferno""; Ephesto, Luciferno, and Mephisto). This is the team's first reign as a team and they are the 40th overall champions. Los Reyes de la Atlantida hold the record for most reigns as a team, with three reigns in total, while Atlantis, Delta and Volador Jr. holds the individual record with four reigns each.",2021-08-18T22:44:51Z
17,Hustis_House,"The Hustis House is located on Main Street (NY 301) in Nelsonville, New York, United States. It is a small home built sometime in the middle of the 19th century, likely as housing for workers at the West Point Foundry in nearby Cold Spring. It has remained nearly intact since then, and was listed on the National Register of Historic Places in 1982. The house is a simple one-and-a-half-story frame clapboard-sided structure with a stone basement, its gabled roof sloping saltbox-style to create an extended rear first floor. Its doors and windows are trimmed with plain wooden sills and lintels. The only decorative touch are the pillars on the covered porch, which was added sometime after the house was built. A cellar door and shed addition on the rear also seem to have come later. It is unknown exactly when the house was built. It first appears on an 1867 map of the region as the property of an E. Hustis but with an earlier construction date indicated. It is typical of the kind of vernacular homes found in Nelsonville, a community that was home to many workers at the foundry.",2021-03-29T23:40:28Z
18,Labyrinth_of_the_World_and_Paradise_of_the_Heart,"Labyrinth of the World and Paradise of the Heart is a book by John Amos Comenius. The book is a satirical allegory. Considered a jewel of Baroque literature, it is one of the author's most important works. Comenius finished the first version in 1623, but he rewrote the book several times, changing its concept and form. The book remains the most widely read work of older Czech literature. The world is portrayed as a city which resembles a labyrinth, entered by a pilgrim (the narrator and author himself). The city has The Gate of Entering, and The Gate of Separation; six main streets which represent the six classes of the world; The Castle of Fortune in its middle; and The Common Square. In Part One of the book, Labyrinth of the World (Chapters 1-36), the pilgrim is joined by two guides, Searchall Ubiquitous (allegory of human curiosity and longing for knowledge), and Delusion (allegory of indolent adopting of conventional and shallow thoughts). He seeks a job for himself that would best suit both his body and soul. The guides, however, prevent the pilgrim from seeing reality by making him watch the world through pink-coloured glasses. He captures glimpses of the reality only seldom. That is why he cannot find the right choice; even in the Castle of Wisdom he sees Vanity. He sees human life as meaningless, and is terrified by death; yet he finds salvation in Part Two of the book, Paradise of the Heart (Chapters 37-54), where he returns to his heart, being called there by God. There he is visited by Christ who tells him what the real meaning of the world is, so the pilgrim, now transformed, can join the Invisible Church and see it through new glasses which are the word or sound of God and the Holy Spirit. He finally beholds the Glory of God and is received among God's own. For this, he thanks with a prayer and a hymn that celebrates the Glory, Beauty and Love of God. The book is written in an artistic language. It is a poetical vision, and Comenius doesn't just criticize society; he also tries to capture the progress of Man in general (and show the dualism of material and spiritual ways of life). He points at the vanity of human endeavour that focuses on the material world and tells the reader that one must follow the will of God, as it is revealed in the Bible. As mentioned above, the book remains very popular and is still in print (so far the last two editions in the Czech Republic appeared in 2001, which was sold out very soon, and 2005. The new Moravian Library building which was opened in Brno on 2 April 2001 has a stone relief of the Labyrinth on its front wall.",2021-03-27T21:33:32Z
19,Framingham_Earl,"Framingham Earl is a small village situated south of Norwich, in the English county of Norfolk. It is next to Poringland and Framingham Pigot. It covers an area of and had a population of 834 in 354 households at the 2001 census, increasing to a population of 871 in 363 households at the 2011 Census. The villages name means 'Homestead/village of Fram's people'. The village was held by the Earl of Norfolk hence the 'Earl' addition. Within Framingham Earl is Framingham Earl High School, which is part of the Sapientia Education Trust. Sharing the same site is a Sports Centre, which opened in early 2006 and provides a range of exercise classes and sports opportunities to the people of the surrounding villages as well as giving the school extra space to use for PE and dance lessons. It is now managed by South Norfolk District Council. The village has two churches, the Methodist Church and the Church of St. Andrew. St. Andrew's is one of 124 existing round-tower churches in Norfolk. The plan of the church is beguilingly irregular, with the chancel decreasing in width towards the east end. A pilaster strip in the south wall of the chancel curiously tapers with the narrow portion at the bottom: the whole building has a gnarled, irregular appearance which is a mark of Anglo-Saxon construction. Even the corners (quoins) are of flint, although these are somewhat larger on the whole than those built into the body of the walls. There is even, surprisingly, an attempt at herringbone-work, all in flint, and round splayed porthole windows dressed entirely in flints, not quite perfect circles. The writer W. G. Sebald is buried in the churchyard of St. Andrew's.",2021-12-27T20:17:22Z
